Vehicle_ID,Odo_Start,Odo_End,Fuel_Level,Damage_Flag
CAR-20 ,18229,18286,0.74,0
CAR-30 ,66277,"68,143 km",0.6,0
car-01,101576km,102847km,1.0,0
CAR-08,"66,609 km","66,965km",0.93,1
car-17,"73,104 km",74690,0.32,0
CAR-02,59327,"59,673 km",22%,0
CAR-19 ,"19,022km","19,927km",0.10,0
car-05,78513,"80,469km",0.19,0
car-07,46658km,"47,919km",76 %,0
CAR 24,89702km,"91,311km",57 %,0
 CAR-27,"5,872km","6,873km",0.13,0
car-01,49538km,50734km,16%,0
 CAR-08,68308km,68777,62%,0
CAR-15 ,112737,"113,866km",0.7,0
CAR 27,"86,663km",88511,0.62,0
CAR 22,113396km,"114,101km",6%,0
CAR 26,25322,26083km,0.89,0
CAR 14,"68,225 km",69110km,0.8,0
car-04,"114,052 km",114606,28%,0
 CAR-14,13544km,"13,811 km",22 %,0
CAR-05,"43,282 km","44,839 km",94 %,0
car-29,"110,878km","112,606 km",41 %,0
CAR-02 ,"93,863 km","95,363km",1.0,0
CAR 21,"46,744km",47003km,46%,0
 CAR-26,112608km,"114,084km",0.2,0
CAR-02 ,61765,"61,787km",0.81,0
CAR-14,"115,536 km",115878,0.13,1
car-02,"62,381km","63,236 km",93 %,0
CAR 19,"48,943km","49,316 km",0.9,0
car-14,5261km,"7,058 km",0.3,0
CAR-14 ,"56,524 km","56,999 km",39 %,1
car-13,"43,938km","45,521 km",0.70,0
CAR 10,16780,18044,94%,0
CAR-21 ,69091,69223km,18 %,0
car-24,73292,"74,031km",0.06,0
CAR-25,101341km,103254,99%,0
 CAR-13,"105,374 km","107,012km",0.14,0
CAR-24,"84,570 km","84,619km",70 %,1
CAR-17,61702,"61,945km",60%,1
car-27,"53,374 km","53,666km",0.57,1
car-13,62639km,64115km,0.42,0
 CAR-18,"99,427km",101239km,0.7,0
CAR-21,"33,790 km",34939km,14 %,0
 CAR-28,36394km,"36,819km",0.4,1
CAR-01 ,"70,309km","72,004km",0.81,0
CAR 18,41050km,41345,48 %,0
CAR-30,111504km,112471,96 %,0
CAR-05,61698km,"61,785 km",82 %,0
CAR-22 ,46091km,"47,090km",0.37,0
CAR-18 ,111464,"111,801km",75%,0
CAR 06,"14,709 km","16,556 km",0.4,0
CAR 28,6783km,8558km,79 %,0
car-16,"103,908km",105372km,65%,0
CAR-21 ,"53,115km",55062km,1.0,0
CAR-03,76142,"77,487 km",93 %,0
car-01,116367km,116747,0.99,0
CAR-17 ,79577,"79,707 km",0.56,0
car-01,"56,559 km","57,115km",0.5,1
CAR 16,"98,136km","98,692 km",15 %,0
CAR-03,"78,146km",78243,96 %,0
 CAR-12,"112,485km","113,649 km",0.6,1
CAR-18 ,102618,102932km,0.8,0
CAR-09,"107,978km","109,005 km",92 %,1
 CAR-24,"118,250 km","118,576km",0.8,0
CAR-04 ,77501km,"78,837km",0.44,0
CAR-29 ,"24,388km",24888km,32 %,0
CAR-09 ,"94,675 km",94843,40%,0
CAR-23,"18,337 km","18,375 km",36%,0
CAR-17 ,49913,"50,894 km",0.91,0
CAR-08,"82,040 km",83340,19%,0
 CAR-23,"43,405 km",45163,55 %,0
CAR-17 ,"119,026km",119603,0.8,0
car-12,118432,"119,834 km",0.17,0
car-25,20523km,22274,76%,0
CAR-13,"77,103 km","77,810km",0.3,0
CAR 14,119136km,"120,603km",79 %,0
car-22,9325km,"10,203 km",0.8,0
 CAR-18,68536,68935,0.3,1
CAR-14,"41,841km","42,385km",48%,0
 CAR-04,"97,018km","98,520 km",0.3,0
CAR 14,69606,"70,609km",8%,0
car-23,"28,867km",29469km,0.1,0
 CAR-14,15514,15782km,0.9,0
 CAR-08,"81,612 km","83,461km",0.27,0
 CAR-01,86040km,"86,690 km",17 %,0
 CAR-07,87580km,89209,82%,1
CAR-22,82545,82669,0.06,0
CAR-24 ,"32,454 km","32,976km",0.18,0
 CAR-23,"14,926km",15684,0.3,0
 CAR-04,11998,13839,62 %,1
CAR-29,"107,173km","108,934km",0.3,0
 CAR-28,75714km,76750km,19%,0
CAR-30 ,13418km,14551km,0.78,0
CAR-17,"54,646 km",56420,1.0,0
 CAR-15,68357km,70002,17%,0
CAR 13,"10,864 km",12054km,95 %,0
 CAR-24,"59,056km",59659,0.41,0
 CAR-08,53941km,"55,139km",0.9,1
CAR-26,33691,"35,205km",46 %,0
CAR-29,"97,965 km","99,097km",10%,0
CAR 28,"78,598 km","78,933 km",80 %,0
CAR 24,46930km,"47,246 km",0.4,0
CAR-08 ,"76,583 km","76,612 km",49 %,0
CAR-02,72660,"73,437 km",0.4,1
CAR 23,84669km,"84,482km",1.0,0
CAR-07 ,"77,211 km",78666,66%,0
 CAR-15,"24,631 km","25,246 km",89%,0
 CAR-24,"97,787 km",97633,26 %,1
car-27,"62,324 km",62959km,72%,0
car-01,96188km,96598,84 %,0
CAR-01 ,"57,148km",57598,48%,0
 CAR-07,26360,27991,57 %,0
CAR 27,35710,"35,419km",6 %,0
car-13,20675km,"22,622km",57%,0
CAR-02 ,9877,"9,965km",5 %,0
car-15,"34,678 km",35399km,0.48,1
car-12,107686km,"107,296km",95%,1
CAR-27 ,22598,"24,571km",39%,0
CAR 14,"6,106 km",7215km,0.96,0
CAR 02,12616km,13592,34 %,0
 CAR-10,"21,407km","22,673km",0.95,1
 CAR-05,"19,338 km",20105km,56 %,0
CAR-20 ,97047km,"96,798km",90 %,0
CAR-29,116721km,117899,36 %,1
 CAR-25,106074,"107,576 km",0.6,0
car-08,"98,155km",98508km,9 %,0
car-06,37249,38151km,0.3,0
 CAR-04,"23,232 km","25,201 km",78%,1
CAR-19,"116,624 km",118556km,28%,0
CAR-08,76722,"78,198 km",73%,0
CAR-21,"71,413 km","71,693 km",57 %,1
CAR-29 ,"110,410km","112,353 km",0.49,0
CAR 02,"103,645km","103,821 km",20 %,0
 CAR-13,55517km,"55,652km",0.33,0
 CAR-05,11744,"12,061km",41 %,1
car-14,"46,773km","47,889 km",81 %,0
CAR-05 ,63893,"63,934km",0.17,0
 CAR-02,"44,835 km","45,538km",0.9,1
CAR-07 ,"92,327km",94197,79 %,0
car-05,"96,010km",98010km,31 %,0
 CAR-13,7577,"8,214km",0.5,0
CAR 18,28084,29963,83%,0
car-27,"43,972km",44334,62%,0
CAR-28 ,17404,17119,91 %,1
CAR-07,51065,52457,97 %,1
car-17,"72,083 km","72,254km",0.1,0
CAR 03,72167,"73,527km",45 %,0
CAR-07,100951km,102785km,0.75,0
CAR-06 ,115842,"116,108 km",0.55,0
CAR 10,80724,"80,840 km",0.8,0
CAR-19,"7,459 km",9259km,24%,0
CAR-20,"63,011 km",64248,53 %,1
car-14,31413km,"32,352 km",0.06,1
CAR-21 ,6216,7902km,0.1,1
 CAR-03,"49,888 km","51,590km",98%,0
CAR 06,80553km,"81,245km",0.56,0
CAR-30 ,21672,22217,0.9,0
 CAR-07,36988km,"37,167 km",89 %,1
 CAR-10,"62,661km","62,716km",0.6,0
car-11,98437km,99084,13%,0
CAR-15 ,"6,466 km",7870,0.16,0
CAR-28,89453km,89956km,66%,0
CAR-25,41954km,41908km,36%,1
CAR-14,71196km,"71,280 km",68%,0
CAR 24,"85,511km",86134km,92 %,0
 CAR-11,6224km,7306km,0.9,0
CAR 11,"66,669km",66728,0.33,0
 CAR-04,88385,"89,855km",0.91,0
 CAR-04,16512,18098,33%,1
CAR 04,"103,883 km",104953km,0.41,0
CAR-09 ,"106,937km",107654km,0.92,1
CAR-22 ,75395,75831,8%,0
CAR 18,"8,519 km","10,504 km",0.3,0
 CAR-30,"100,457 km",101750,27 %,0
CAR-02 ,84547,85278,32%,0
 CAR-29,"96,614km",96895km,39 %,0
 CAR-02,112444,113241,0.7,0
car-15,50989,"50,870 km",72%,0
car-08,14775,15340,0.35,0
 CAR-19,24492,"25,356km",45%,0
CAR 18,23010km,"24,249 km",97 %,0
CAR 02,60860km,62802,0.29,0
car-22,47857,"48,436 km",0.21,0
CAR 11,"99,510 km","101,236 km",0.6,0
CAR 09,"77,703 km",78625km,0.64,1
car-07,"44,217 km",45326,64%,0
 CAR-30,"8,808km","10,078km",66 %,0
CAR-08 ,"114,308km","115,596km",0.70,0
CAR 14,"62,254km",64123,77%,0
 CAR-18,36515km,"38,506 km",0.14,1
 CAR-08,"111,689km","112,949 km",0.96,1
 CAR-13,"90,921 km","92,877km",45 %,1
 CAR-05,"86,777 km","88,233 km",86 %,1
CAR 07,"109,868 km","111,282km",0.95,0
 CAR-05,18277km,20055,0.2,0
CAR 16,60176km,61125,25%,0
CAR-04,22843,24247km,37%,1
 CAR-26,"93,057 km",94381km,0.3,0
CAR 10,"99,929 km",100096,69 %,0
car-11,58485km,"58,811km",0.9,0
CAR 01,112009,"111,921km",0.61,0
CAR 15,112261,"112,875 km",0.30,0
CAR-02,105807,106089km,0.6,0
CAR-18,"78,464km",78558,73%,0
 CAR-10,83633,84485,14 %,0
 CAR-17,34856,35786,0.4,0
 CAR-08,73158,74501km,0.24,0
CAR 26,"105,752km",106077km,64 %,0
CAR-29 ,"15,825 km",17708km,69 %,0
CAR-29,74098km,75456km,51 %,0
CAR-02 ,"39,529 km","41,184km",0.51,0
car-16,70014km,71844km,0.1,0
CAR 13,54155,54131km,0.40,0
CAR-30 ,27989km,"29,240 km",0.64,0
CAR-08 ,"74,340 km","74,826km",21 %,0
car-22,44332km,"46,291 km",0.3,0
CAR-20,89549km,"91,535km",0.19,0
CAR-23 ,"90,710km",92298,97%,0
car-13,"111,930 km",112613km,70 %,0
CAR 29,"35,561km","35,579 km",0.78,0
 CAR-16,20513,21763,53 %,1
 CAR-09,"67,025km",67193,0.9,1
CAR-18 ,"109,238 km",111024,82%,0
CAR-04 ,55866km,56002,88 %,0
car-02,50653,"51,805 km",79 %,0
CAR-28 ,29894km,"30,795km",0.32,0
CAR-20 ,"72,712 km","73,377km",38 %,0
CAR 24,22708km,"22,869km",40%,0
CAR-14 ,"89,905km","90,748 km",46%,0
CAR-07,"27,124km","28,902 km",45 %,0
CAR 03,22366km,"22,768 km",71%,0
 CAR-24,83137,"83,769km",56 %,0
CAR 16,36720,"37,691km",35%,0
 CAR-27,35091km,"35,865km",43 %,1
car-03,"98,422 km",100062,88 %,1
 CAR-15,"63,806 km",65576,95%,0
CAR-18 ,75675,"77,673 km",47%,0
car-25,"75,024km","75,353 km",0.9,0
CAR 05,109018,"110,186km",95 %,0
CAR 07,"52,040km",52901,8%,0
CAR 29,45584,46742,74 %,0
car-23,40992km,41348,0.64,0
CAR-04 ,"5,375km","6,554km",41%,1
car-26,76065km,"77,253km",80%,0
CAR 01,44780,"44,416 km",33 %,0
CAR-02 ,86840km,"88,610 km",0.05,1
CAR-30 ,98391km,"98,981km",18 %,0
CAR-24,"102,784 km","104,167km",0.91,1
 CAR-16,"39,141 km","39,972 km",0.8,0
 CAR-11,"22,734km",24062km,50%,1
car-27,80965km,82890km,0.4,0
CAR-21 ,"29,631 km","30,375 km",0.89,0
car-19,"99,065km","99,818 km",0.12,0
CAR 08,"37,295 km",38878,41%,0
CAR-19,42953,44608km,33 %,0
car-27,"67,775km","68,243 km",0.51,0
CAR-20,81150km,"82,600 km",56 %,0
 CAR-13,45177,"45,703 km",0.58,0
CAR-30 ,40319km,"41,499 km",87%,0
CAR 04,"89,492 km",91212km,0.4,1
 CAR-23,45955,47694km,26%,0
car-29,"101,309km",102578,0.80,0
CAR-04,54972,"56,206km",0.14,0
car-12,21714,"22,318km",0.83,0
 CAR-05,107605km,108367km,20 %,0
CAR-07,75610km,76210,0.23,0
CAR-05 ,59648,61613,92%,0
car-22,6584,"6,856km",67 %,0
CAR 16,89475km,89975km,0.74,0
car-21,68060,68704km,52%,0
car-06,"27,749km",28247km,64 %,0
CAR-15,"72,739km","72,960km",0.58,0
car-29,"40,499 km","40,871km",0.53,1
CAR-02 ,116859km,"117,683 km",0.3,1
CAR-02,"17,129 km","18,512 km",0.7,0
CAR 20,61676km,63024,0.18,0
 CAR-16,84839km,"85,480 km",0.4,0
CAR 03,"78,838 km",80707,13 %,1
CAR 14,"12,594km",14332,0.06,1
CAR-05,"79,764km","79,830 km",0.3,0
CAR-22 ,"111,146 km","112,257 km",37%,0
CAR 20,"105,432 km",107106km,84 %,0
 CAR-03,"63,846 km",63940,0.37,0
car-12,72740,"73,717 km",61 %,0
CAR-05 ,"66,096 km","67,287 km",0.17,0
 CAR-12,64642,66406,14 %,0
car-21,25568km,"27,494 km",0.7,1
CAR 24,"114,262 km","114,917 km",0.58,0
CAR 18,48780,49530,46%,0
car-10,"119,031 km",120581,67%,0
CAR-23 ,"49,571km",49086km,95%,0
car-11,69521km,"70,236km",0.4,0
CAR-03 ,"101,255km","102,528 km",0.55,0
CAR-07 ,8404,"9,086 km",79%,0
car-17,110083km,111481km,0.9,0
car-29,"30,890 km","32,549 km",0.3,1
CAR-16 ,"85,339km",86352,79%,0
CAR-03,"7,466 km",8039km,23 %,0
car-24,"10,935 km",12489,0.61,0
CAR-21 ,113821,"115,697km",84%,0
CAR 04,110517,111523,0.7,1
CAR 01,"115,646km","116,692km",0.45,0
 CAR-22,"103,029km",103823,91 %,1
car-22,36923,"37,773km",0.61,0
CAR-03 ,6851km,"7,301km",0.4,0
CAR-15 ,"31,483km",32913,54%,0
CAR-22 ,52118km,"51,942km",52 %,0
CAR-17,9559,"11,480 km",0.43,0
CAR-24 ,"100,574km",102221km,70 %,0
CAR 03,"73,793km",75452,44 %,0
car-30,68729km,"70,550km",0.75,0
 CAR-26,"50,934 km",51269,37 %,0
CAR-14,"19,891km","20,450 km",44%,0
CAR 05,51118,"52,785km",20%,0
CAR-24,69146,71069,0.94,0
CAR 08,13830,"15,729km",41%,0
CAR-07 ,"13,374 km","15,035km",98%,0
CAR 24,"26,288 km",26485,19%,1
CAR 01,"106,997km",108471,74 %,0
car-28,49561km,"50,546km",0.84,0
CAR-30,88979,90260,1.0,0
CAR-13,"28,636km","30,001km",0.37,1
CAR-21 ,"49,549 km","50,396km",11 %,0
CAR-07 ,"50,937km",51954,41 %,1
CAR-17 ,20743km,"20,418 km",0.09,0
CAR-14 ,"48,293km",50075km,0.42,1
CAR-18,44569km,"44,862 km",16 %,0
CAR 01,"88,091 km","89,377km",0.3,0
CAR 14,9405km,"11,151km",51%,0
CAR-29,78379,79110km,41 %,0
 CAR-21,"96,791km","98,492km",0.3,0
car-30,59544km,61104,83 %,0
CAR-29 ,116548,117935,0.8,0
CAR-27 ,72320km,73126km,1.0,0
 CAR-17,35550km,"35,624km",0.9,0
 CAR-23,48591,"49,345km",46 %,0
 CAR-28,"44,480 km",44519km,62%,0
car-15,"89,206 km","89,279km",93 %,0
CAR-11,8732km,10707km,68 %,0
CAR-21 ,69131km,70678,24%,0
car-10,"80,818 km","82,600km",70 %,0
CAR-13,29466km,29668,0.34,0
car-27,90121km,91542,61 %,0
 CAR-10,110268,110595,46 %,0
car-13,73681,73913,0.96,0
 CAR-16,93201km,93443,0.31,1
car-08,"108,254 km",110154,43 %,0
CAR-05,"63,819km",64340,0.39,0
CAR-30 ,"17,443km","17,747 km",0.2,0
CAR-05,"22,807km","23,434 km",11%,0
 CAR-22,"78,180 km","78,085km",0.65,0
car-16,"41,389 km",42434,11%,0
CAR-13,"7,556 km","9,071 km",0.6,0
CAR-20,"69,977km","71,547 km",55%,0
car-29,35587,35211,0.4,0
CAR 10,118603,118851km,14%,0
CAR 08,"67,691 km",69560,0.69,0
 CAR-16,"72,144 km",73583km,0.3,0
CAR-19 ,"72,423km","72,789km",55 %,0
CAR-09 ,"69,432 km",71081,45%,0
CAR-10,75713,76581km,46%,0
 CAR-06,"34,235km",34897,0.5,0
CAR-06,113390km,114912km,81 %,0
CAR-30 ,"70,911km",71907,33%,0
 CAR-07,57865,"59,025 km",45 %,0
car-10,37371km,38172km,0.9,0
CAR-25,70505,71754,0.79,0
CAR 19,36619km,"36,211km",0.7,0
CAR-04 ,"110,753km",110808,0.9,1
 CAR-21,50729,"51,393km",0.7,1
car-20,26493km,"26,571 km",0.73,0
car-03,89844,91664km,0.30,0
car-02,63004km,"64,716km",0.31,0
CAR-10,95330,"95,918 km",0.22,0
CAR 05,33365,33817km,0.88,0
CAR 30,34429,35971,28%,0
CAR-25,"30,771 km",31404km,1.0,0
CAR-01 ,79952km,"80,053km",0.54,0
car-18,97732km,"97,522km",0.4,0
CAR 27,110859km,111197,0.8,0
car-02,88731,90165,52%,0
CAR-15,26614km,28479,0.40,0
CAR-16 ,70106,"70,680 km",93 %,0
CAR-13 ,6128,"6,329 km",0.3,0
CAR-15,25250km,26535,0.6,0
CAR-01,117335,"118,140km",0.80,0
car-26,83840km,83557,0.5,0
car-24,"111,633km",111688km,15%,0
CAR-22 ,"57,870 km","59,661 km",88%,0
CAR 03,31673km,"32,035km",0.81,0
car-06,"11,125km","10,992km",22%,0
CAR-05,104408km,104864,0.61,0
 CAR-26,113801,114266,0.77,1
CAR-20 ,39769,"39,878 km",0.16,1
car-09,"93,544 km",95004,69%,0
car-20,"81,586 km","83,552 km",57 %,0
CAR 04,52599,"54,379km",0.41,0
 CAR-11,"70,037 km",71287km,0.5,1
 CAR-30,"59,112km","60,584km",78 %,0
CAR-22,"11,542 km","11,852km",0.90,0
 CAR-27,"78,507km",78955km,20%,0
car-12,45308km,45588,0.7,0
CAR-01 ,"104,980 km","106,392km",0.80,1
CAR 07,"115,284 km",115243,78%,0
car-16,"22,033km","22,688km",0.4,0
 CAR-09,"27,370 km","29,202km",81%,0
car-26,10682km,11424km,31%,0
CAR-01 ,"46,668km",46896,0.43,0
car-07,29621km,"30,365km",37 %,0
 CAR-07,38792,"40,018km",0.6,1
car-14,"110,207 km","111,543 km",0.26,0
 CAR-20,51240,"51,703 km",94%,0
CAR-05 ,92875,"93,148km",0.6,0
 CAR-14,"77,679km",79089,0.80,0
CAR-28 ,5181,"5,984 km",31%,0
CAR-12 ,"106,904km","107,831 km",37%,0
CAR-15 ,115558,"117,003km",0.21,0
 CAR-28,93604,94151,0.5,0
CAR-01,83889,85509km,69%,0
CAR 23,"36,546km","37,343km",1.0,0
CAR-20,"41,343 km","41,407km",57%,0
CAR-12 ,"113,159 km","113,233 km",0.24,0
CAR-17,"112,569 km",114348km,43 %,0
 CAR-12,74543,"76,142km",47%,0
CAR-20,98747,"99,665 km",0.82,0
CAR 16,61873,"63,129 km",78 %,0
 CAR-04,"106,306 km",107568,99 %,0
CAR-17,"5,296km",5882,0.18,0
 CAR-04,"60,362km","61,343 km",93%,0
car-26,71693km,73594km,88 %,0
car-13,"51,587 km",53225km,24%,0
 CAR-04,25550,"27,237 km",0.7,0
car-03,6070km,"7,963 km",0.8,0
CAR-21 ,"88,648 km",88988,0.8,0
CAR-21 ,51321,52697km,89%,0
CAR-27,80927,"81,942km",35%,0
CAR-21 ,"72,225 km",72257km,61%,0
CAR-21,"64,537km",66485km,0.48,1
 CAR-28,14160,14123km,92 %,0
 CAR-02,38039,"38,563 km",54%,0
car-15,"35,488 km","36,539 km",89%,0
 CAR-17,25110,"25,704 km",0.2,0
car-14,"65,569 km","66,807 km",59 %,0
car-13,"55,425km","57,070 km",50%,1
car-09,37916km,38664,39%,0
CAR-02,37954km,39628,47 %,0
CAR 26,49265,50812,91 %,0
CAR-10 ,20538km,21463,0.5,0
 CAR-26,"114,583km","115,902 km",0.8,1
 CAR-26,"40,236km","41,507km",79 %,0
CAR 05,13278,"14,182 km",0.39,0
CAR-14,107869,"109,670km",0.74,0
CAR 02,28595,28303km,0.1,1
 CAR-19,21569,"22,108km",0.1,1
CAR-15 ,48308,"48,676 km",48%,1
CAR-26 ,75546,76600,62 %,0
CAR 03,"81,627km","82,195 km",0.1,0
CAR-26,59651km,59935,87%,0
CAR-12 ,"95,033 km","96,164 km",0.15,0
CAR-02,"115,131 km",115733,0.7,0
CAR-19 ,"78,916km","79,931 km",83%,1
CAR-21 ,115460,"116,868km",0.79,0
CAR 07,"10,551km",11395km,0.16,1
car-15,"64,398km",66222km,0.6,0
CAR 20,51835,53802,16%,0
CAR-02,"38,065km",38552km,0.2,1
CAR-05,71997km,"73,150 km",0.47,0
 CAR-06,61734km,"61,374km",82 %,0
CAR-01,"117,275km","118,635 km",0.1,0
CAR-29 ,59827,"61,656km",57%,0
car-17,"17,647 km","18,935km",0.07,0
car-10,"49,518 km","50,620km",0.1,0
CAR-10 ,28058,29377km,85%,0
CAR 29,"107,273km","108,328km",0.87,0
CAR 14,"98,503 km","100,496 km",0.5,0
CAR-18,64582km,66283km,0.9,0
car-19,"81,440km",81922km,0.61,0
CAR-27,63037km,"63,284 km",0.7,0
CAR-04,"114,222 km","114,923km",0.37,1
CAR-06,"93,176km",95102km,40 %,1
CAR 20,79747km,80694km,0.74,1
car-19,"56,712km","58,103km",20%,0
 CAR-06,14759km,16706,86 %,0
 CAR-22,"7,695km","9,249 km",84%,0
CAR-22 ,54873,"55,147km",0.9,0
 CAR-14,71916,71904,87%,0
 CAR-08,"39,303 km","41,292km",54%,0
CAR-01 ,51525km,52763km,0.26,1
 CAR-07,117007km,118003,0.4,0
CAR-23 ,"36,056 km",37787,0.73,0
CAR 29,"39,875km",39898,65 %,0
CAR-19 ,49763,49536,0.7,0
CAR-25 ,62302,"64,144km",79 %,0
CAR-12,73434km,73649,0.53,0
CAR 28,"29,775km","31,076 km",0.6,0
CAR-20,33421,34738km,68 %,0
CAR 13,"52,696 km",53779km,0.96,0
CAR 23,11013km,11704km,0.2,0
 CAR-18,117201,"118,048km",79 %,1
 CAR-16,"53,253 km",53816,55%,0
CAR-28 ,13808,"14,858 km",37 %,1
CAR-16 ,119771,119932km,70 %,1
CAR 11,76715km,77032km,0.2,0
CAR 01,45176,"45,239km",50 %,0
CAR-30,17729km,"18,141 km",0.1,1
car-11,107341km,"108,162km",96%,0
CAR-19 ,"47,750km",48119km,16 %,0
CAR-23,"26,011km","27,440km",53%,1
 CAR-14,27570km,"29,538 km",0.2,0
 CAR-21,"59,562 km","61,404 km",48%,0
CAR 09,"39,555 km","40,606km",0.36,1
CAR 17,"99,483km",99671,30%,0
 CAR-02,102344km,"103,891km",0.33,0
 CAR-05,"61,549 km","62,075 km",7%,0
CAR-18 ,9414km,9931km,0.56,0
car-24,"29,278km",28790,67 %,0
CAR-27,"85,225km",86284km,66%,0
car-26,"68,551 km",69586km,0.38,0
CAR-25,"77,739 km",79022km,0.91,0
CAR-21,"115,954 km",117119km,8%,0
 CAR-09,67943,"69,210km",84 %,0
 CAR-26,"7,631 km",7812km,71 %,0
car-17,7089,7276,0.59,0
CAR 11,"30,327km",31176km,0.9,0
car-30,18717,18755,38%,0
CAR 24,"62,466km","62,630 km",54 %,0
CAR-21 ,"28,504km","29,565 km",0.7,0
car-17,"119,061km",119331,65%,0
car-06,"51,957 km","51,893km",41%,0
CAR-21,"94,262km","95,279km",32%,1
CAR 21,9912,11417km,46 %,0
 CAR-14,63318,65115km,0.42,1
CAR-13,14078km,"14,535 km",86 %,0
CAR-15 ,"113,450 km","113,738 km",73%,0
 CAR-06,37646km,38836km,0.89,0
CAR 11,54834km,"55,838 km",0.1,0
CAR 28,116435,117303,52 %,0
CAR-07 ,"72,572km",72412,11 %,1
CAR-10,"52,311 km","53,346km",41 %,0
CAR-22,71024,"71,498km",91%,1
car-12,31061km,32780km,34%,0
 CAR-04,"99,518km","99,671km",90 %,0
CAR-01,"92,856km","94,024 km",43%,0
car-21,55617,"56,620 km",0.8,0
CAR-02,63533km,63884,1.0,0
 CAR-09,"94,829km","95,267 km",0.1,1
car-27,"100,039 km",101964km,0.2,0
CAR-12 ,69641,"69,801 km",0.79,1
CAR-22,"10,562 km",11195,0.42,1
CAR 09,30828,30566,25%,1
car-30,68272km,68353km,0.73,1
 CAR-12,"32,163 km","34,152km",0.5,1
CAR 28,"8,458 km",9475km,66 %,0
CAR-15 ,"27,521 km",28294,0.86,0
CAR-22,"81,604km","81,315km",0.62,1
 CAR-01,68535km,"68,981km",99%,0
CAR-25 ,23436,24969km,0.48,0
CAR-19 ,32813km,"33,560 km",0.2,0
CAR-11 ,88704,88944km,0.82,1
 CAR-12,31025km,31108,0.2,1
CAR-03,107668km,109621km,67%,0
car-26,"92,543 km","94,463 km",0.2,0
CAR-25 ,"38,129 km",37686,0.4,1
CAR-11,41264km,"42,533km",45 %,1
CAR-01 ,54755,56240,17%,0
 CAR-22,16675,16855km,0.29,0
CAR-01,"66,611km",67649,9 %,0
car-28,"78,587 km",78945,59%,0
CAR 15,104181,104455km,0.6,0
CAR 10,40418,40240,0.51,0
CAR-04,101491,"101,653km",0.9,1
CAR-02 ,"80,215 km",82192,93%,0
car-27,65769km,67170,77 %,0
CAR 18,"105,006km","105,992 km",74%,0
CAR 11,35340,"37,325km",0.91,0
CAR-11,"21,204 km","21,834 km",0.94,0
CAR 07,39105,40587,71 %,0
 CAR-15,"42,797 km",43433km,15 %,0
CAR-01 ,65052,"65,782 km",89%,0
CAR-25,55658km,"57,085 km",0.39,0
 CAR-15,119749,120149,0.36,0
CAR-25,"38,715 km",40196km,15%,0
CAR-04,"61,402km","63,352 km",0.57,0
CAR-18,"23,149km",23413km,0.8,0
CAR-30 ,"13,919 km","14,662 km",90%,0
CAR 13,16113,"16,878 km",78 %,0
CAR-10,"48,827km",50622km,85%,0
CAR-18 ,"92,312 km",93275,96 %,1
CAR-30,"55,361 km",57137,11%,1
CAR-05,54472km,"55,492 km",39 %,0
CAR 26,"58,088 km","59,877km",0.65,1
CAR-27 ,66162,67096,0.08,0
CAR-06,84795,"85,471 km",34 %,1
CAR-03 ,105170km,"105,420 km",72 %,1
 CAR-18,"56,527 km",57028,0.08,0
CAR 14,48716,50179,71 %,0
CAR-17 ,"56,243 km",58093,53%,0
CAR-10,"64,418 km",65284,0.7,0
CAR-29,"105,870 km",107721km,0.5,0
 CAR-28,117922,119062km,0.76,0
CAR-20,"44,486km",45202km,22%,1
 CAR-21,"32,309 km",33579,48 %,0
CAR 09,63645,"63,902 km",0.57,1
car-10,117677,118260,0.86,0
CAR-18 ,"25,704km",27281km,73 %,0
CAR-09,65896km,"67,153km",99 %,0
CAR-09 ,"96,296km","96,426 km",70 %,0
CAR-14,66840,68479,86 %,0
car-06,34670,"36,188km",74%,0
 CAR-21,"88,205 km",88772km,40%,0
car-19,"78,328 km","79,340 km",0.47,1
CAR-21 ,"51,488 km",53170km,0.5,1
CAR-14,"115,187km",116473km,0.62,1
CAR-30,"58,474 km",59340km,47%,0
CAR-21 ,104073km,"104,165km",37 %,0
CAR 27,"72,432km",73940,0.75,0
 CAR-21,"11,519km","11,559 km",0.40,0
CAR-07,119234km,"119,461 km",0.2,1
car-02,"12,858 km","13,688km",83 %,0
 CAR-10,100640,100566,67 %,0
 CAR-28,47573,"48,452 km",0.2,0
 CAR-02,8184,"9,604km",0.34,0
car-13,"89,010km","90,026km",51 %,0
CAR 08,69423,71258,0.60,0
CAR-24,"111,684km",113603,60 %,0
CAR-17 ,51723,53530km,32 %,1
CAR 20,30321,30802km,7%,0
CAR-27 ,78602km,"78,809 km",0.6,0
CAR 14,72889,73042,0.2,0
car-15,"100,270 km",101967,0.9,0
CAR-05,"38,562km","39,227 km",0.76,0
car-26,43733,45108km,0.54,0
CAR 17,33862km,"34,510 km",0.27,1
CAR 19,91162,91687,0.99,0
CAR-14 ,117716km,"119,266km",23 %,0
car-24,"110,741 km","111,707 km",0.9,1
CAR-03,26801,"28,209km",0.2,0
 CAR-15,"98,088 km","98,068km",0.8,1
 CAR-03,63504km,63187km,56 %,0
CAR 25,111344,"112,558 km",0.64,1
car-22,"8,600 km","9,705 km",82 %,0
car-02,66413km,66949km,0.74,0
CAR-06,"84,846km","86,700 km",6%,0
 CAR-29,"57,880km",58839km,0.4,0
